"","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH98","RH99","RH100","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor"
"10306",1958686869,104087442,87618.53165,-147.494989,65.154252,234.78,212.505011,65.154252,234.78,212.505006,65.154252,237.2,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.34,0.48,0.78,0.93,1.08,1.38,1.83,2.42,69.41,5.806,12571.81,0.101,0.943,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10307",1958686869,104087443,87618.5319,-147.494913,65.154174,234.35,212.505087,65.154174,234.35,212.505081,65.154173,236.96,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.48,0.78,0.93,1.08,1.53,1.98,2.61,69.83,5.807,12572.56,0.144,0.933,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10308",1958686869,104087444,87618.53215,-147.494849,65.154371,235.16,212.505151,65.154371,235.16,212.505146,65.15437,237.51,-1.19,-1.04,-0.89,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.6,0.89,1.04,1.19,1.49,1.79,2.35,68.95,5.855,12573.31,0.121,0.933,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10309",1958686869,104087445,87618.5324,-147.494769,65.154288,234.96,212.505231,65.154288,234.96,212.505226,65.154287,237.53,-1.04,-0.89,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.75,1.04,1.19,1.49,1.64,1.94,2.57,69.4,5.856,12573.75,0.174,0.937,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10310",1958686869,104087446,87618.53265,-147.494693,65.15421,234.69,212.505299,65.154209,238.16,212.505297,65.154208,239.31,-1.12,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.82,1.42,2.61,3.06,3.35,3.65,4.1,4.62,69.81,5.858,12573.15,0.217,0.94,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10341",1958686869,104087477,87618.5404,-147.494613,65.154132,234.46,212.505387,65.154132,234.46,212.505381,65.154131,237.07,-1.27,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.07,0.22,0.37,0.52,0.67,0.82,1.27,1.42,1.42,1.57,1.86,2.61,70.15,5.86,12573.9,0.199,0.947,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10344",1958686869,104087480,87618.54115,-147.494833,65.154096,234.55,212.505167,65.154096,234.55,212.505162,65.154095,237.12,-0.97,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.82,0.97,1.12,1.57,2.01,2.57,70.16,5.81,12572.86,0.154,0.943,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"10347",1958686869,104087483,87618.5419,-147.495063,65.154055,234.8,212.504937,65.154055,234.8,212.504933,65.154054,236.81,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.48,0.63,0.78,0.78,0.93,1.23,2.01,70.18,5.757,12571.22,0.148,0.947,1,1,1,1787,"BONA_074","41",2713,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.154223,-147.495004,"WGS84","6N",476792.112,7225733.569,0.1,224.65,0.1,223.6,225.81,0,0,"shrubScrub","Histosols","GeoXH 6000","20160510",301,2.2,0.8,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","2713T",40,9030.5,380.116149092701,"db956cdb-808f-4a28-b514-558972e49bc5","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7537",1958686869,104084673,87617.8394,-147.511982,65.152848,243.59,212.488018,65.152848,243.59,212.488016,65.152848,245.73,-1.24,-0.94,-0.79,-0.64,-0.64,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,0.56,0.86,0.86,1.01,1.16,1.46,2.13,72.56,2.175,12508.03,0.157,0.945,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7538",1958686869,104084674,87617.83965,-147.511908,65.152771,243.59,212.488092,65.152771,243.59,212.488091,65.15277,245.61,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.3,0.45,0.75,0.75,0.9,1.05,1.2,2.02,73.68,2.179,12508.03,0.137,0.947,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7539",1958686869,104084675,87617.8399,-147.511826,65.152966,245.21,212.488172,65.152966,247.9,212.48817,65.152966,249.85,-1.01,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.79,1.39,2.13,3.03,3.18,3.33,3.63,3.93,4.64,71.33,2.226,12507.28,0.308,0.937,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7540",1958686869,104084676,87617.84015,-147.511751,65.152889,244.05,212.488247,65.152888,247.46,212.488245,65.152888,249.18,-1.12,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.97,2.77,3.22,3.52,3.97,4.42,5.13,72.42,2.229,12507.58,0.115,0.94,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7541",1958686869,104084677,87617.8404,-147.511671,65.152807,243.32,212.488329,65.152807,243.32,212.488327,65.152806,245.98,-1.2,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.6,1.05,1.2,1.35,1.65,1.95,2.66,73.57,2.233,12508.92,0.136,0.958,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7543",1958686869,104084679,87617.8409,-147.511532,65.152924,244.42,212.488468,65.152924,244.42,212.488464,65.152924,249.29,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.6,0.9,1.5,2.4,2.7,3.15,3.59,4.19,4.87,72.32,2.279,12508.62,0.22,0.944,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7544",1958686869,104084680,87617.84115,-147.511452,65.152842,243.52,212.488548,65.152842,243.52,212.488545,65.152842,247.04,-1.09,-0.94,-0.79,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.41,0.56,1.01,1.46,1.76,2.36,2.96,3.52,73.45,2.283,12508.32,0.183,0.954,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7546",1958686869,104084682,87617.84165,-147.511296,65.15296,244.95,212.488704,65.15296,244.95,212.488701,65.15296,248.13,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.39,1.68,1.83,2.13,2.43,3.18,72.25,2.333,12508.02,0.245,0.954,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7547",1958686869,104084683,87617.8419,-147.511221,65.152882,244.41,212.488779,65.152882,244.41,212.488776,65.152882,248.38,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.6,1.05,1.95,2.25,2.55,2.85,3.29,3.97,73.29,2.336,12508.77,0.234,0.956,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7971",1958686869,104085107,87617.9479,-147.511287,65.152724,243.32,212.48871,65.152724,246.39,212.488709,65.152723,248,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,0.82,1.57,2.92,3.22,3.37,3.67,4.12,4.68,72.34,2.291,12509.82,0.264,0.949,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7972",1958686869,104085108,87617.94815,-147.511208,65.152642,242.92,212.488792,65.152642,242.92,212.48879,65.152641,245.76,-1.31,-1.16,-0.86,-0.71,-0.56,-0.41,-0.26,-0.26,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,0.94,1.09,1.54,1.68,1.68,1.83,2.13,2.85,73.46,2.295,12509.52,0.14,0.946,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7974",1958686869,104085110,87617.94865,-147.511499,65.152684,242.9,212.488501,65.152684,242.9,212.488498,65.152683,246.12,-1.27,-0.97,-0.82,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.07,0.22,0.37,0.52,0.82,1.12,1.42,1.87,2.02,2.02,2.32,2.47,3.22,72.46,2.241,12509.97,0.197,0.951,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"7977",1958686869,104085113,87617.9494,-147.51173,65.152643,243.11,212.48827,65.152643,243.11,212.488268,65.152642,245.65,-1.16,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,0.79,1.24,1.39,1.39,1.69,1.83,2.55,72.57,2.188,12508.78,0.168,0.954,1,1,1,1788,"BONA_086","41",30873,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.15282,-147.511623,"WGS84","6N",476011.682,7225583.43,0.1,233.42,0.1,232.15,235.57,2.98,349,"woodyWetlands","Histosols","Geo 7X","20160518",389,2.1,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","30873T",40,9029.546875,380.095926029295,"6dd9ef00-ee07-463b-adae-9a7d1e11a4f1","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"6",1958686869,104077141,87615.95638,-147.502489,65.158643,285.85,212.49749,65.15864,297.72,212.497487,65.15864,299.44,-1.08,-0.78,-0.63,-0.34,-0.19,-0.04,0.26,0.41,0.56,0.86,1.16,1.46,2.5,7.43,9.37,10.41,11.31,12.05,12.2,12.35,12.65,12.95,13.59,70.02,5.148,12507.3,0.522,0.948,1,1,1,1789,"BONA_087","41",32832,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.158493,-147.502127,"WGS84","6N",476461.962,7226212.141,0.11,271.9,0.1,268.39,277.33,5.99,313.8,"deciduousForest","Inceptisols","Geo 7X","20160527",602,2.7,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","32832T",40,9033.40625,380.177129385028,"00161e2c-83b4-4326-b045-9f2ebcaf9db4","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"97",1958686869,104077232,87615.97913,-147.501947,65.158637,281.69,212.498037,65.158635,290.23,212.498032,65.158634,292.62,-0.75,-0.45,-0.15,0,0.3,0.6,0.9,1.19,1.64,2.09,2.54,2.99,3.88,5.97,7.16,7.91,8.51,9.11,9.4,9.55,9.85,10.15,10.93,70.22,5.253,12513.43,0.408,0.934,1,1,1,1789,"BONA_087","41",32832,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.158493,-147.502127,"WGS84","6N",476461.962,7226212.141,0.11,271.9,0.1,268.39,277.33,5.99,313.8,"deciduousForest","Inceptisols","Geo 7X","20160527",602,2.7,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","32832T",40,9033.40625,380.177129385028,"00161e2c-83b4-4326-b045-9f2ebcaf9db4","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"98",1958686869,104077233,87615.97938,-147.501866,65.158555,280.27,212.498114,65.158552,291.05,212.498108,65.158551,294.53,-0.63,-0.34,-0.19,0.11,0.41,0.86,1.46,2.05,3.4,4.89,6.08,7.28,8.32,9.22,9.96,10.71,11.31,12.35,12.65,13.1,13.4,13.69,14.25,70.71,5.255,12514.33,0.514,0.936,1,1,1,1789,"BONA_087","41",32832,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.158493,-147.502127,"WGS84","6N",476461.962,7226212.141,0.11,271.9,0.1,268.39,277.33,5.99,313.8,"deciduousForest","Inceptisols","Geo 7X","20160527",602,2.7,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","32832T",40,9033.40625,380.177129385028,"00161e2c-83b4-4326-b045-9f2ebcaf9db4","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"99",1958686869,104077234,87615.97963,-147.501789,65.158478,279.03,212.498192,65.158475,289.63,212.498188,65.158474,291.42,-0.97,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.37,0.52,0.97,4.25,6.19,7.54,9.03,10.08,10.97,11.12,11.27,11.57,11.87,12.39,71.18,5.257,12515.68,0.483,0.921,1,1,1,1789,"BONA_087","41",32832,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.158493,-147.502127,"WGS84","6N",476461.962,7226212.141,0.11,271.9,0.1,268.39,277.33,5.99,313.8,"deciduousForest","Inceptisols","Geo 7X","20160527",602,2.7,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","32832T",40,9033.40625,380.177129385028,"00161e2c-83b4-4326-b045-9f2ebcaf9db4","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
"100",1958686869,104077235,87615.97988,-147.502177,65.158597,282.89,212.497801,65.158593,294.72,212.497799,65.158593,296.1,-1.01,-0.71,-0.56,-0.26,-0.11,0.04,0.19,0.49,0.93,2.43,4.52,6.31,7.2,7.95,8.7,9.44,10.64,11.68,11.83,11.98,12.28,12.58,13.21,70.24,5.2,12511.19,0.536,0.94,1,1,1,1789,"BONA_087","41",32832,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.158493,-147.502127,"WGS84","6N",476461.962,7226212.141,0.11,271.9,0.1,268.39,277.33,5.99,313.8,"deciduousForest","Inceptisols","Geo 7X","20160527",602,2.7,1.1,"bbc|cdw|cfc|dhp|hbp|ltr|vst","T","32832T",40,9033.40625,380.177129385028,"00161e2c-83b4-4326-b045-9f2ebcaf9db4","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087615.TXT","facility_2019"
